Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
18-March-2021,2071.10,2085.00,2001.00,2009.50,2055.738381213894761882,975274,17106,2004908194.00,464495,47.63,84.00,-61.60
17-March-2021,2100.00,2103.75,2035.35,2055.15,2065.901643523563201848,243197,13024,502421082.00,51262,21.08,68.40,-44.85
16-March-2021,2114.80,2125.80,2096.05,2100.45,2108.407886657314072367,223111,11870,470408992.00,54392,24.38,29.75,-14.35
15-March-2021,2138.65,2148.80,2080.90,2108.75,2103.309452767345729659,513109,42112,1079227010.00,194815,37.97,67.90,-29.90
12-March-2021,2199.00,2205.00,2123.65,2138.65,2159.388623479202496974,298281,14795,644104598.00,51130,17.14,81.35,-60.35
10-March-2021,2211.00,2215.75,2170.15,2181.70,2187.183893193792912491,249199,12139,545044039.00,61722,24.77,45.60,-29.30
9-March-2021,2200.00,2214.70,2146.20,2190.20,2181.730518596794594681,312285,13943,681321715.00,48475,15.52,68.50,-9.80
8-March-2021,2171.50,2231.00,2169.45,2190.45,2207.488244171412725837,375048,18728,827914051.00,69183,18.45,61.55,18.95
5-March-2021,2168.00,2212.50,2155.00,2178.55,2185.995581337539813263,430447,21366,940955240.00,56656,13.16,57.50,10.55
4-March-2021,2179.70,2189.65,2158.00,2175.70,2186.184920577658455450,1316695,18492,2878538754.00,1034246,78.55,31.65,-4.00
3-March-2021,2121.70,2220.00,2107.20,2201.35,2165.025802121675289775,1101111,56971,2383933726.00,534506,48.54,112.80,79.65
2-March-2021,2124.00,2130.00,2089.25,2106.20,2107.813631949232331769,269778,16637,568641746.00,68576,25.42,40.75,-17.80
1-March-2021,2114.45,2114.45,2063.20,2101.15,2092.720543440023343268,366701,20413,767402716.00,48778,13.30,51.25,-13.30
26-February-2021,2109.00,2133.40,2070.15,2083.85,2100.046403568346216442,902603,53103,1895508184.00,290913,32.23,63.25,-25.15
25-February-2021,2078.00,2152.25,2071.00,2144.85,2095.398763670708640562,2401302,77372,5031685242.00,1743444,72.60,81.25,66.85
24-February-2021,2025.80,2081.50,2000.55,2065.55,2043.259931713932230062,1580996,52217,3230385779.00,611374,38.67,80.95,39.75
23-February-2021,2028.00,2053.10,2013.80,2024.25,2035.202648509441313706,420916,18426,856649358.00,104005,24.71,39.30,-3.75
22-February-2021,2080.00,2089.70,1995.10,2007.40,2038.359563338289561874,649015,41412,1322925932.00,231422,35.66,94.60,-72.60
19-February-2021,2065.00,2104.95,2058.00,2080.55,2088.640078460292018772,398673,17549,832684406.00,77916,19.54,46.95,15.55
18-February-2021,2085.75,2107.70,2059.70,2065.50,2086.172102043960902799,298538,14233,622801647.00,61715,20.67,48.00,-20.25
17-February-2021,2058.00,2095.00,2050.85,2082.75,2076.980093374133372227,692483,38911,1438273406.00,305537,44.12,44.15,24.75
16-February-2021,2040.00,2079.00,2037.50,2059.65,2061.478522125240341388,361465,17723,745152334.00,92295,25.53,41.50,19.65
15-February-2021,2049.00,2060.55,2025.40,2032.60,2042.728737445669523365,325784,14989,665488339.00,48870,15.00,35.15,-16.40
12-February-2021,2059.70,2077.50,2015.55,2041.25,2051.007974987043963111,640628,27971,1313933137.00,88301,13.78,61.95,-18.45
11-February-2021,1977.45,2062.20,1971.20,2055.55,2027.717427158627974422,1942646,105055,3939137149.00,925164,47.62,91.00,78.10
10-February-2021,1957.70,1983.95,1928.00,1975.25,1953.062886952533822517,470988,21970,919869183.00,160938,34.17,55.95,17.55
9-February-2021,1967.70,1990.00,1952.00,1955.95,1974.646749545803288815,602162,37702,1189057236.00,243939,40.51,38.00,-11.75
8-February-2021,1931.20,1968.25,1929.05,1951.50,1954.501146344797730664,702232,44299,1372513249.00,332291,47.32,39.20,20.30
5-February-2021,1933.00,1944.20,1920.00,1924.00,1930.752961051382859130,322014,17712,621729484.00,121278,37.66,24.20,-9.00
4-February-2021,1921.00,1939.70,1905.05,1923.95,1931.128766564855791947,1619015,23038,3126526440.00,1343806,83.00,34.65,2.95
3-February-2021,1927.00,1951.00,1900.00,1930.30,1933.409752741588591345,921546,52016,1781726024.00,281504,30.55,51.00,3.30
2-February-2021,1915.70,1938.30,1855.00,1926.45,1890.010261421042433281,1088933,76486,2058094544.00,306954,28.19,83.30,10.75
1-February-2021,1845.20,1904.70,1845.20,1895.35,1873.391752564724395211,818509,58703,1533388010.00,293927,35.91,59.50,50.15
29-January-2021,1896.70,1911.75,1830.00,1843.15,1875.066059569601268861,926815,71721,1737839350.00,375028,40.46,81.75,-53.55
28-January-2021,1879.00,1923.35,1870.15,1876.60,1890.563651431829823425,2069380,75266,3912294609.00,1394191,67.37,53.20,-2.40
27-January-2021,1930.20,1930.20,1888.00,1895.25,1905.465646617759792389,1740178,39082,3315849398.00,1316619,75.66,42.20,-34.95
25-January-2021,2052.00,2052.00,1932.20,1939.70,1965.079101759914382543,1345520,97513,2644053233.00,401963,29.87,119.80,-112.30
22-January-2021,2114.80,2115.90,2035.20,2049.65,2071.271262720423354588,507943,28737,1052087739.00,84268,16.59,80.70,-65.15
21-January-2021,2082.00,2119.80,2075.00,2097.85,2102.810485228025847071,1545088,81463,3249027247.00,657864,42.58,44.80,15.85
20-January-2021,2022.50,2058.05,2001.25,2054.85,2040.657012098400047484,488577,23309,997018081.00,176300,36.08,56.80,32.35
19-January-2021,1994.00,2030.90,1993.65,2016.30,2019.369187338132413387,591919,30814,1195302990.00,244784,41.35,37.25,22.30
18-January-2021,1940.00,1996.60,1922.65,1983.50,1969.566481237692564383,1363505,75740,2685513745.00,633565,46.47,73.95,43.50
15-January-2021,1960.00,1973.15,1920.15,1937.60,1954.979863503597184791,1266407,39592,2475800184.00,338343,26.72,53.00,-22.40
14-January-2021,1939.10,1966.50,1936.05,1960.60,1947.007375508241157696,1829840,40651,3562711976.00,1434829,78.41,30.45,21.50
13-January-2021,1964.80,1974.95,1918.65,1939.10,1949.192824687219697894,474934,22432,925737945.00,105601,22.23,56.30,-25.70
12-January-2021,1910.00,1960.00,1900.00,1956.65,1937.751786385103848386,497793,24486,964599275.00,110381,22.17,60.00,46.65
11-January-2021,1935.00,1938.90,1892.25,1897.00,1908.354893123470485329,415573,26254,793060768.00,155931,37.52,46.65,-38.00
8-January-2021,1920.90,1938.20,1912.70,1933.05,1922.412252671745540419,299804,17589,576346883.00,92856,30.97,25.50,12.15
7-January-2021,1921.90,1945.20,1905.65,1911.00,1919.920153989114562591,564975,27371,1084706889.00,260378,46.09,39.55,-10.90
6-January-2021,1968.00,1968.00,1905.00,1914.15,1927.779124553405575442,864039,41948,1665676347.00,298443,34.54,63.00,-53.85
5-January-2021,1972.05,1984.00,1956.00,1966.00,1968.887357516932556291,338549,18785,666564846.00,110097,32.52,28.00,-6.05
4-January-2021,1988.55,1997.90,1967.90,1990.65,1981.396495042691548143,345853,18024,685271922.00,79151,22.89,30.00,2.10
1-January-2021,1986.15,1997.30,1982.30,1987.15,1989.524712610881791608,157713,8773,313773911.00,39415,24.99,15.00,1.00
31-December-2020,1994.75,2011.00,1980.00,1984.65,1997.539758906815229875,465795,28122,930444032.00,135009,28.98,31.00,-10.10
30-December-2020,1992.55,2006.85,1975.90,1995.50,1991.693316746701623438,224277,11597,446691002.00,38363,17.11,30.95,2.95
29-December-2020,2007.35,2012.80,1982.60,1989.20,1992.179091821756120583,250017,12277,498078640.00,63050,25.22,30.20,-18.15
28-December-2020,2004.10,2024.90,1995.60,2003.25,2005.830074690478603234,335518,17189,672992095.00,132397,39.46,29.30,-0.85
24-December-2020,1950.80,1998.65,1947.05,1993.90,1976.861969942532111867,289379,16905,572062340.00,76634,26.48,51.60,43.10
23-December-2020,1932.80,1951.20,1920.00,1943.80,1938.404366407222187006,299743,19714,581023140.00,111655,37.25,31.20,11.00
22-December-2020,1940.00,1958.40,1887.75,1936.60,1920.481603841022956242,972241,72496,1867170955.00,304755,31.35,70.65,-3.40
21-December-2020,2010.00,2022.00,1856.05,1939.75,1977.945317782623482105,1499610,78562,2966146578.00,581157,38.75,165.95,-70.25
18-December-2020,1983.00,2005.00,1965.00,1992.25,1978.526844684651674071,218330,13259,431971766.00,53448,24.48,40.00,9.25
17-December-2020,1980.90,2005.00,1977.10,1985.05,1989.575454081077233559,238834,13419,475178264.00,48563,20.33,27.90,4.15
16-December-2020,1988.00,1995.00,1965.75,1976.05,1977.720353586460762315,272748,15361,539419271.00,85302,31.28,29.25,-11.95
15-December-2020,1992.90,1992.90,1961.50,1974.00,1973.414933698915073155,211535,13741,417446328.00,53014,25.06,31.40,-18.90
14-December-2020,2013.00,2015.25,1987.05,1991.15,1996.943173767619996307,232903,19745,465094056.00,74421,31.95,28.20,-21.85
11-December-2020,2011.20,2037.80,1974.40,2005.60,2017.324650086788925849,689028,43146,1389993169.00,232791,33.79,63.40,-5.60
10-December-2020,2020.00,2028.40,2000.95,2007.20,2010.011381427730709867,270177,14276,543058845.00,59011,21.84,27.45,-12.80
9-December-2020,2013.00,2033.80,2000.00,2026.65,2020.377723654171963342,917242,50395,1853175304.00,417369,45.50,33.80,13.65
8-December-2020,1963.00,2014.20,1950.15,1993.75,1995.945442304314735671,683240,29635,1363709764.00,110610,16.19,64.05,30.75
7-December-2020,1942.00,1965.00,1942.00,1958.05,1955.633496591322934287,293809,20719,574582722.00,129734,44.16,23.00,16.05
4-December-2020,1963.00,1967.85,1940.00,1946.55,1947.790185990029400485,250336,26897,487602004.00,115290,46.05,27.85,-16.45
3-December-2020,1970.00,1981.10,1958.05,1963.45,1964.591709773578747816,1489127,16539,2925526559.00,1293175,86.84,23.05,-6.55
2-December-2020,1962.95,1962.95,1935.00,1957.60,1948.341767436789650128,220138,14040,428904060.00,48462,22.01,27.95,-5.35
1-December-2020,1935.25,1965.90,1931.00,1954.30,1949.744749628795680041,593339,48089,1156859600.00,240644,40.56,34.90,19.05
27-November-2020,1941.00,1955.85,1921.55,1929.85,1938.944316702695573891,523191,40636,1014438216.00,143441,27.42,34.30,-11.15
26-November-2020,1950.05,1964.85,1930.40,1953.80,1946.872260482860343125,450855,19617,877757093.00,193568,42.93,34.45,3.75
25-November-2020,1980.00,1992.00,1942.30,1947.75,1969.551549510263515753,914063,55990,1800294198.00,271195,29.67,49.70,-32.25
24-November-2020,1962.00,1973.60,1931.20,1965.10,1951.959123469028812637,750504,56379,1464953130.00,258433,34.43,42.40,3.10
23-November-2020,1929.00,1970.00,1927.00,1950.80,1951.704235657298640901,598632,38074,1168352610.00,129501,21.63,43.00,21.80
20-November-2020,1977.80,1984.10,1894.60,1899.20,1924.369341147821493240,863183,56844,1661082901.00,293614,34.02,89.50,-78.60
19-November-2020,1986.40,2010.00,1968.00,1972.65,1988.166623273242784338,802733,59306,1595966958.00,255097,31.78,42.00,-13.75
18-November-2020,1997.45,2006.65,1961.00,1987.20,1980.175860199728025945,427982,29066,847479625.00,78708,18.39,45.65,-10.25
17-November-2020,2084.00,2084.00,1985.00,1992.90,2012.305935370342734915,643296,33218,1294508359.00,142610,22.17,99.00,-91.10
14-November-2020,2013.00,2016.25,1996.00,2001.80,2005.745935954438727081,100085,8102,200745082.00,39617,39.58,20.25,-11.20
13-November-2020,1990.00,2036.65,1981.00,1996.10,1985.527129434158064040,1825121,31252,3623827260.00,1276056,69.92,55.65,6.10
12-November-2020,1985.00,2008.35,1965.00,1979.85,1988.004254607401077215,711464,38178,1414393459.00,283431,39.84,43.35,-5.15
11-November-2020,2092.00,2095.35,1979.00,1996.90,2030.371527473868605220,811189,49750,1647015049.00,203295,25.06,116.35,-95.10
10-November-2020,2075.00,2090.00,2041.80,2084.50,2065.962530190044046350,1068647,32518,2207784660.00,640208,59.91,48.20,9.50
9-November-2020,2058.70,2070.00,2038.90,2050.30,2050.098848986180959616,843691,33971,1729649948.00,391982,46.46,31.10,-8.40
6-November-2020,1988.00,2040.00,1977.65,2029.00,2014.833626852469668069,1886873,100883,3801735170.00,630231,33.40,62.35,41.00
5-November-2020,1949.00,1960.00,1931.40,1955.10,1949.147173594444508462,954587,55609,1860630553.00,341428,35.77,28.60,6.10
4-November-2020,1840.00,1928.85,1840.00,1913.45,1893.810184585644172930,1065630,61401,2018100947.00,181678,17.05,88.85,73.45
3-November-2020,1888.00,1909.50,1835.00,1849.45,1873.996516619290970956,1164099,66979,2181517471.00,249547,21.44,74.50,-38.55
2-November-2020,2033.50,2033.50,1860.00,1877.30,1925.382752763904689169,1444243,99979,2780720563.00,454410,31.46,173.50,-156.20
30-October-2020,2035.00,2064.65,2022.00,2054.35,2040.803362544225441125,354434,21010,723330099.00,59640,16.83,42.65,19.35
29-October-2020,1999.40,2042.30,1990.75,2026.55,2019.521332692282703327,384785,24193,777081516.00,61211,15.91,51.55,27.15
28-October-2020,2044.00,2057.90,2006.90,2010.70,2031.090299378491909730,1519047,23215,3085321626.00,1315250,86.58,51.00,-33.30
27-October-2020,2032.00,2060.00,2005.55,2034.20,2026.917984266523826028,476055,30069,964924441.00,113652,23.87,54.45,2.20
26-October-2020,2101.00,2106.00,2018.45,2028.70,2055.300664164534505353,560855,40255,1152725654.00,186620,33.27,87.55,-72.30
23-October-2020,2109.00,2134.80,2095.65,2112.55,2121.428565654606007695,618540,26760,1312188425.00,272914,44.12,39.15,3.55
22-October-2020,2123.00,2133.05,2091.50,2107.10,2107.527532901055085671,301966,18851,636401659.00,87555,28.99,41.55,-15.90
21-October-2020,2171.10,2191.00,2098.75,2123.25,2146.322554938014093913,534557,28730,1147331746.00,155664,29.12,92.25,-47.85
20-October-2020,2183.70,2193.70,2152.20,2155.50,2163.804826741510086835,364138,17616,787923562.00,167390,45.97,41.50,-28.20
19-October-2020,2192.00,2228.40,2156.00,2175.80,2191.064841891285708607,352226,21777,771750005.00,69007,19.59,72.40,-16.20
16-October-2020,2214.80,2232.00,2173.05,2175.50,2195.077194513177417412,440109,20807,966073229.00,168565,38.30,58.95,-39.30
15-October-2020,2291.00,2291.70,2195.10,2205.55,2271.642266139796601397,1514858,18662,3441215460.00,1322717,87.32,96.60,-85.45
14-October-2020,2284.90,2304.20,2269.55,2287.35,2283.981232990564346593,306815,15320,700759702.00,99371,32.39,34.65,2.45
13-October-2020,2232.20,2285.95,2228.20,2280.25,2256.056114949825426666,409570,17920,924012903.00,193512,47.25,57.75,48.05
12-October-2020,2233.50,2254.85,2226.85,2236.60,2240.325798308432669061,262242,18094,587507518.00,78335,29.87,28.00,3.10
9-October-2020,2237.00,2252.65,2217.20,2233.70,2232.222574109408501681,305022,15084,680876994.00,145392,47.67,35.45,-3.30
8-October-2020,2261.80,2268.00,2222.40,2238.90,2237.652635196082642498,419058,18575,937706238.00,158891,37.92,45.60,-22.90
7-October-2020,2233.25,2309.40,2221.00,2257.15,2279.770259198442272554,875121,42725,1995074829.00,217472,24.85,88.40,23.90
6-October-2020,2228.00,2234.00,2201.45,2210.15,2213.592802891777758102,259771,13272,575027216.00,84613,32.57,32.55,-17.85
5-October-2020,2246.00,2249.00,2205.50,2211.15,2222.572844135657208856,393079,18602,873646711.00,151982,38.66,43.50,-34.85
1-October-2020,2264.00,2264.00,2213.85,2225.05,2237.664829230661336699,285180,14214,638137256.00,81416,28.55,50.15,-38.95
30-September-2020,2264.80,2267.55,2225.10,2233.75,2242.730484593352940045,1560690,16556,3500207040.00,1317210,84.40,42.45,-31.05
29-September-2020,2222.00,2264.00,2217.15,2244.85,2243.869930246213343908,325287,18492,729901718.00,41399,12.73,46.85,22.85
28-September-2020,2229.00,2238.70,2207.25,2215.75,2221.313230826425637957,516453,26292,1147203882.00,141025,27.31,31.45,-13.25
25-September-2020,2196.00,2212.60,2168.60,2201.70,2189.777977898011305179,413085,22864,904564436.00,114584,27.74,44.00,5.70
24-September-2020,2210.00,2226.00,2175.65,2181.15,2200.695550479296530708,439081,21729,966283603.00,173631,39.54,50.35,-28.85
23-September-2020,2275.00,2276.50,2206.15,2229.55,2241.906789951223544973,774144,40123,1735558690.00,160960,20.79,70.35,-45.45
22-September-2020,2287.00,2287.00,2201.35,2211.15,2222.409499345191048444,693332,24225,1540867623.00,370132,53.38,85.65,-75.85
21-September-2020,2305.00,2336.55,2248.00,2255.15,2297.320908406835006955,501009,25843,1150978451.00,172132,34.36,88.55,-49.85
18-September-2020,2315.80,2319.60,2277.05,2305.50,2304.813296578438199884,518389,24971,1194789860.00,231928,44.74,42.55,-10.30
17-September-2020,2319.00,2334.40,2293.00,2299.35,2309.873628118881350950,421866,17905,974457148.00,130912,31.03,41.40,-19.65
16-September-2020,2323.70,2368.80,2311.75,2323.85,2339.942507547874653226,653164,26455,1528366208.00,174187,26.67,57.05,0.15
15-September-2020,2315.00,2326.50,2288.20,2317.90,2308.135212053242618449,509141,21105,1175166270.00,148557,29.18,38.30,2.90
14-September-2020,2319.75,2360.00,2281.95,2302.35,2322.595140779643082958,619976,27379,1439953245.00,78561,12.67,78.05,-17.40
11-September-2020,2314.65,2337.00,2286.05,2318.85,2318.467343035468028422,1330635,58453,3085033793.00,379174,28.50,50.95,4.20
10-September-2020,2185.00,2343.90,2176.15,2314.65,2277.884830073208904593,2449702,98665,5580139024.00,611376,24.96,167.75,129.65
9-September-2020,2085.00,2167.20,2085.00,2161.25,2140.038331867832171120,850676,38623,1820479248.00,312223,36.70,82.20,76.25
8-September-2020,2093.80,2120.00,2080.90,2107.05,2109.509444970433858215,481632,20618,1016007253.00,211381,43.89,39.10,13.25
7-September-2020,2080.20,2105.00,2045.35,2082.40,2070.447948215262297755,625358,36193,1294771188.00,278944,44.61,59.65,2.20
4-September-2020,2065.60,2097.00,2065.60,2077.40,2084.383113023786489898,461018,28592,960938134.00,138220,29.98,31.40,11.80
3-September-2020,2128.00,2137.00,2103.20,2112.15,2113.624779089302467654,274998,17060,581242587.00,60225,21.90,33.80,-15.85
2-September-2020,2095.00,2137.00,2085.50,2128.60,2100.565585549454407146,1979773,33347,4158643031.00,1476442,74.58,51.50,33.60
1-September-2020,2095.00,2121.75,2063.45,2087.55,2091.518367881236091572,542387,26465,1134412373.00,75538,13.93,58.30,-7.45
31-August-2020,2172.00,2172.00,2061.25,2078.55,2123.540242081626987781,770897,35129,1637030802.00,141428,18.35,110.75,-93.45
28-August-2020,2120.00,2131.90,2106.20,2115.60,2119.523164507263447192,463554,26015,982513441.00,125963,27.17,25.70,-4.40
27-August-2020,2146.25,2148.50,2103.75,2111.70,2126.326387053080256098,397191,17384,844557704.00,75812,19.09,44.75,-34.55
26-August-2020,2087.40,2147.15,2047.25,2136.85,2105.394321634119176876,857465,36417,1805301942.00,158433,18.48,99.90,49.45
25-August-2020,2105.00,2111.30,2078.30,2082.00,2089.298804276547882892,481884,26648,1006799665.00,144101,29.90,33.00,-23.00
24-August-2020,2098.80,2104.65,2070.15,2096.05,2088.306517994386450446,560786,22213,1171093059.00,162385,28.96,34.50,-2.75
21-August-2020,2119.80,2119.80,2077.05,2081.75,2096.925519042815742945,437199,19487,916773740.00,121391,27.77,42.75,-38.05
20-August-2020,2118.05,2123.90,2087.80,2096.35,2108.788895184135977337,494200,30536,1042163472.00,136932,27.71,36.10,-21.70
19-August-2020,2141.95,2154.00,2121.35,2133.20,2139.151365107648187588,758768,36447,1623119603.00,204280,26.92,32.65,-8.75
18-August-2020,2089.70,2132.90,2082.95,2118.75,2119.210999377334993773,642400,32483,1361381146.00,185500,28.88,49.95,29.05
17-August-2020,2103.15,2107.30,2070.00,2091.45,2085.569630406614425865,923799,41990,1926647139.00,235742,25.52,37.30,-11.70
14-August-2020,2122.30,2156.50,2090.20,2114.10,2131.909722476033368071,1012345,49098,2158228148.00,287119,28.36,66.30,-8.20
13-August-2020,2133.50,2139.00,2110.00,2122.30,2122.058107432731780455,458203,19387,972333391.00,134877,29.44,29.00,-11.20
12-August-2020,2124.00,2144.90,2106.60,2127.60,2129.668816983948756701,702687,31942,1496490592.00,199332,28.37,38.30,3.60
11-August-2020,2137.70,2160.00,2101.15,2134.05,2132.478747918958023537,697367,31300,1487120307.00,90457,12.97,58.85,-3.65
10-August-2020,2156.50,2164.95,2108.25,2119.60,2138.649121999549432794,825626,38454,1765724320.00,248131,30.05,56.70,-36.90
7-August-2020,2124.55,2157.00,2120.10,2146.70,2140.873990399427129736,960776,36944,2056900349.00,220791,22.98,36.90,22.15
6-August-2020,2160.00,2167.55,2106.95,2134.55,2140.247328276065325892,1248632,49631,2672381302.00,288062,23.07,60.60,-25.45
